index,Text,Negative?
873,"['soon', 'ill', 'make', 'art', 'happy']",False
905,"['broadcaster', 'say', 'fly', 'away', 'reminds', 'early', 'happy']",False
908,"['anyone', 'ha', 'got', 'design', 'could', 'find', 'one', 'would', 'grateful']",False
910,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'great', 'thursday']",False
922,"['hello', 'happy', 'lil', 'strait', 'daddyy_rat']",False
933,"['veronice', 'jughead', 'happy']",False
950,"['ohh', 'yeah', 'sausage', 'pancake', 'happy', 'x']",False
977,"['thanks', 'recent', 'follow', 'much', 'appreciated', 'happy', 'want']",False
978,"['thanks', 'sharing', 'iris', 'photo', 'really', 'appreciate', 'smile']",False
1014,"['tested', 'sweet', 'dish', 'sweet', 'lover', 'lip', 'marvoree', 'magpasikatonshowtime']",False
1017,"['oh', 'american', 'cultist']",False
1020,"['feel', 'way', 'life', 'get', 'everyday', 'positive', 'mood', 'happy']",False
1029,"['happy', 'birthday', 'cry', 'joy', 'yoyour', 'cool', 'hope', 'yoyour', 'day', 'go', 'super', 'good']",False
1048,"['dont', 'ever', 'thank', 'j', 'hunt']",False
1067,"['always', 'welcome', 'thank', 'sa', 'treat', 'sa', 'susunod', 'ako', 'happy']",False
1069,"['slayin_bodies', 'going', 'live', 'please', 'tune', 'thank', 'happy']",False
1087,"['love', 'laying', 'meadow', 'flower', 'listening', 'mellows', 'music', 'great', 'way', 'relax', 'smile']",False
1088,"['going', 'burst', 'data', 'cry', 'joy']",False
1091,"['say', 'keep', 'happy']",False
1093,"['released', 'new', 'video', 'game', 'genresrts', 'super', 'appreciated', 'happy']",False
1102,"['fl', 'design', 'done', 'inspired', 'fl', 'hopyou', 'love']",False
1108,"['wa', 'charged', 'driver', 'happy', 'waiting', 'sun', 'minute', 'ten']",False
1113,"['random', 'winner', 'retweet', 'like', 'able', 'win', 'happy']",False
1114,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'great', 'wednesday']",False
1116,"['make', 'great', 'point']",False
1128,"['isnt', 'smile', 'britain', 'co']",False
1134,"['great', 'thursday', 'looking', 'forward', 'reading', 'tweet', 'happy', 'want']",False
1137,"['woot', 'smile']",False
1148,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'great', 'thursday', 'want']",False
1157,['co'],False
1160,"['thank', 'happy']",False
1162,"['thanks', 'recent', 'follow', 'much', 'appreciated', 'happy', 'want']",False
1168,"['thanks', 'recent', 'follow', 'happy', 'connect', 'happy', 'great', 'thursday']",False
0,"['people', 'would', 'take', 'step', 'back', 'make', 'case', 'wasnt', 'anyone', 'except', 'two', 'people', 'situation', 'lump', 'mess', 'take', 'matter', 'hand', 'make', 'kind', 'protest', 'selfish', 'without', 'rational', 'thought', 'investigation', 'guy', 'video', 'heavily', 'emotional', 'hyped', 'want', 'heard', 'get', 'heard', 'press', 'wa', 'never', 'reasonable', 'discussion', 'kudos', 'smerconish', 'keeping', 'level', 'whole', 'time', 'letting', 'masri', 'make', 'fool', 'dare', 'tore', 'city', 'protest', 'make', 'dishonor', 'entire', 'incident', 'hate', 'way', 'since', 'police', 'brutality', 'become', 'epidemic', 'wish', 'everyone', 'would', 'stop', 'pretending', 'like', 'knew', 'exactly', 'wa', 'going', 'theres', 'measurable', 'amount', 'people', 'honestly', 'witnessed', 'incident', 'none', 'u', 'clue', 'way', 'whole', 'issue', 'swung', 'grand', 'jury', 'informed', 'trust', 'majority', 'rule', 'wa', 'right', 'course', 'action', 'let', 'also', 'thank', 'police', 'officer', 'americathat', 'actually', 'serve', 'protect', 'even', 'youre', 'bit', 'jerk', 'pull', 'respect', 'job', 'know', 'someone', 'ha', 'many', 'people', 'going', 'pout', 'held', 'accountable', 'action', 'people', 'hate', 'police', 'need', 'officer', 'two', 'around', 'emergency']",False
40,"['alright', 'entire', 'case', 'crap', 'people', 'saying', 'white', 'people', 'racist', 'calling', 'bad', 'name', 'racist', 'would', 'like', 'call', 'u', 'extensive', 'investigation', 'prove', 'boys', 'death', 'wa', 'self', 'defense', 'however', 'defending', 'whole', 'k', 'thing', 'defending', 'helpless', 'citizen', 'ferguson', 'boy', 'died', 'dont', 'care', 'wa', 'white', 'black', 'care', 'people', 'ferguson', 'treating', 'town', 'really', 'cared', 'incident', 'would', 'hold', 'memorial', 'express', 'feelingsthis', 'helping', 'get', 'justice', 'really', 'matter', 'boy', 'dead', 'something', 'ha', 'done', 'grand', 'jury', 'ha', 'decided']",False
75,"['lmfao', 'dude', 'taking', 'like', '_', 'hear', 'talking', 'dont', 'know', 'hes', 'saying', 'smh']",False
118,"['christian', 'rock']",False
119,"['good', 'cnn', 'anchor', 'ever', 'seen']",False
140,"['excellent', 'theyd', 'mediaslaves', 'u', 'wait', 'speak', 'get', 'lost', 'next', 'tragedy', 'theres', 'travesty', 'happening', 'thats', 'going', 'since', 'thee', 'origin', 'usa', 'nbody', 'free', 'thee', 'illusion', 'real', 'thee', 'struggle', 'experiencing', 'collision', 'experiment', 'psychological', 'warfare', 'attrition', 'typing', 'always', 'aware', 'baiting', 'dont', 'allow', 'create', 'helter', 'skelter']",False
180,"['say', 'black', 'piece', 'came', 'bit', 'stiff', 'due', 'repeated', 'use', 'african', 'american']",False
181,"['live', 'st', 'louis', 'scary']",False
186,"['agree', 'report', 'certainly', 'think', 'event', 'went', 'ferguson', 'need', 'investigated', 'statistic', 'support', 'targeting', 'particular', 'race', 'number', 'stop', 'search', 'certainly', 'explained', 'away', 'fact', 'population', 'region', 'particular', 'race', 'given', 'greater', 'opportunity', 'someone', 'stopped', 'likely', 'going', 'race', 'think', 'analysis', 'would', 'need', 'conducted', 'make', 'collation', 'saying', 'race', 'factor', 'saying', 'statistic', 'misleading', 'need', 'considered', 'thoughtfully', 'stating', 'support', 'statement']",False
187,"['funny', 'doctor', 'push', 'drug', 'legal', 'even', 'tho', 'prescription', 'drug', 'abused', 'whereas', 'minority', 'get', 'locked', 'year', 'marijuana', 'known', 'beneficial', 'economy', 'war', 'drug', 'started', 'government', 'still', 'supply', 'street', 'day', 'racial', 'profiling', 'stupid', 'caucasian', 'commit', 'mass', 'shooting', 'dont', 'see', 'searched', 'go', 'mall', 'movie', 'theater', 'school', 'etc']",False
188,"['youre', 'implying', 'ferguson', 'black', 'elected', 'appointed', 'official', 'white', 'mean', 'majority', 'people', 'ferguson', 'isnt', 'represented', 'mostly', 'black', 'population', 'wouldnt', 'happen', 'voted', 'support', 'white', 'official', 'median', 'income', 'lower', 'mo', 'u', 'whole', 'population', 'mostly', 'black', 'statistic']",False
196,"['something', 'wrong', 'audio']",False
205,"['least', 'favorite', 'test', 'tube', 'video', 'far']",False
216,"['protester', 'throwing', 'stuff', 'reporter']",False
220,"['fun', 'fact', 'live', 'ammo', 'gun', 'rubber', 'slug']",False
241,"['confederation', 'ill', 'back']",False
243,"['perfect', 'police']",False
269,"['shocking', 'truth', 'come', 'light']",False
274,"['yeah', 'course', 'go', 'college', 'money', 'come', 'pel', 'majority', 'negro', 'drop', 'half', 'way', 'semester']",False
283,"['published', 'aug', 'truth', 'still', 'uncovered', 'know', 'likely', 'cant', 'assume', 'know', 'entire', 'story', 'investigated', 'fed', 'going', 'investigate', 'pd', 'going', 'back', 'year', 'case', 'think', 'going', 'know', 'time', 'go', 'assuming', 'know', 'answer', 'looked', 'microscope', 'misleading', 'people']",False
313,"['informative', 'really', 'appreciate', 'video']",False
323,"['focus', 'happened', 'officer', 'confronted', 'brown', 'lead', 'death', 'nothing', 'else', 'matter', 'focus']",False
336,"['wa', 'michael', 'brown', 'much', 'research', 'see', 'opinion', 'man', 'dangerous', 'enough', 'rob', 'store', 'without', 'weapon', 'dangerous', 'criminal', 'anything', 'gentle', 'giant', 'proof', 'show', 'brown', 'attacked', 'wilson', 'wa', 'peace', 'officer', 'beginning', 'wa', 'race', 'issue', 'government', 'medium', 'ha', 'created', 'race', 'issue', 'attack', 'constitutional', 'right', 'anything']",False
341,"['time', 'wa', 'reported', 'mr', 'brown', 'approached', 'officer', 'wa', 'officer', 'engaged', 'young', 'men', 'mr', 'brown', 'ran', 'away', 'officer', 'wa', 'reported', 'havefired', 'onhimwhile', 'wa', 'flight', 'inconsistent', 'would', 'turned', 'confront', 'cop', 'already', 'hit', 'one', 'bullet', 'might', 'like', 'black', 'folk', 'listen', 'spin', 'video', 'given', 'weight', 'eye', 'witness', 'report', 'video', 'discredit', 'dead', 'young', 'man']",False
343,"['mr', 'stefan', 'molyneux', 'mr', 'wilson', 'wa', 'drive', 'multifple', 'story', 'therefore', 'deserve', 'fair', 'trial', 'wilson', 'law', 'enforcer', 'firm', 'happened', 'would', 'good', 'wilson', 'speaks', 'id', 'truly', 'respect', 'officer', 'hed', 'talk', 'public', 'seems', 'hes', 'hiding']",False
351,"['moving', 'thought']",False
356,"['true', 'police', 'originally', 'said', 'robbery', 'nothing', 'stop', 'claiming', 'noticed', 'cigar']",False
370,"['video', 'would', 'interesting', 'stefan', 'taking', 'clothes', 'sexy', 'case', 'really', 'hard', 'understand', 'would', 'cop', 'good', 'record', 'year', 'service', 'shoot', 'teenager', 'hand', 'witness', 'friend', 'lied', 'started', 'protest', 'snowball', 'effect', 'ensued', 'watch', 'video', 'store', 'show', 'brown', 'wa', 'aggressive', 'hard', 'believe', 'evidence', 'made', 'huge', 'error', 'judgement', 'fighting', 'police', 'officer']",False
372,"['people', 'talking', 'stupid', 'subject', 'dont', 'care', 'blue', 'purple', 'cousin', 'wa', 'killed', 'drunk', 'african', 'driver', 'wa', 'left', 'die', 'go', 'local', 'news', 'see', 'rioting', 'outside', 'im', 'sorry', 'michaels', 'family', 'truly', 'everyone', 'loos', 'someone', 'people', 'get', 'violent', 'people', 'post', 'think', 'people']",False
384,"['thank', 'stefan']",False
391,"['someone', 'please', 'turn', 'autotune', 'rap', 'song', 'stefan', 'molyneux', 'please']",False
395,"['people', 'disliked', 'video', 'problem', 'man', 'said', 'nothing', 'wrong', 'change', 'happen', 'change', 'good', 'thing', 'still', 'numbered']",False
428,"['thank', 'right', 'onblack', 'people', 'going', 'vote', 'democrat', 'yearthats', 'race', 'baiting', 'aboutdemocrats', 'rallying', 'basesmh']",False
432,"['wonder', 'would', 'twist', 'slavery', 'truth', 'year', 'slavery', 'one', 'sided', 'bet', 'fox', 'news', 'pay', 'record']",False
449,"['cant', 'wait', 'jesus', 'come', 'back', 'could', 'take', 'care', 'b', 'im', 'getting', 'sick', 'tired', 'racist', 'white', 'people', 'racist', 'black', 'people', 'damn', 'get', 'along', 'black', 'man', 'love', 'white', 'people', 'black', 'people', 'away', 'hate', 'heart', 'try', 'loving', 'hate', 'gonna', 'take', 'u', 'hell', 'need', 'come', 'together', 'god', 'child', 'k', 'black', 'power', 'u']",False
461,"['stefan', 'please', 'um', 'fact', 'ya', 'philosophize', 'without', 'em']",False
466,"['man', 'stef', 'spitting', 'fire', 'hot', 'enough', 'make', 'dylan', 'jealous']",False
